STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TAVG,TMAX,TMIN
ODA,GH,140.0,5.933,-0.983,19730803.0,,80.0,82.0,
ODA,GH,140.0,5.933,-0.983,19730814.0,,81.0,,
ODA,GH,140.0,5.933,-0.983,19760618.0,,75.0,,
ODA,GH,140.0,5.933,-0.983,19760629.0,,78.0,81.0,
ODA,GH,140.0,5.933,-0.983,19760706.0,,74.0,84.0,66.0
ODA,GH,140.0,5.933,-0.983,19760813.0,,78.0,82.0,70.0
ODA,GH,140.0,5.933,-0.983,19760828.0,,76.0,,72.0
ODA,GH,140.0,5.933,-0.983,19760829.0,,74.0,79.0,70.0
ODA,GH,140.0,5.933,-0.983,19810312.0,0.0,84.0,,73.0
ODA,GH,140.0,5.933,-0.983,19810317.0,0.0,83.0,91.0,75.0
ODA,GH,140.0,5.933,-0.983,19810328.0,2.36,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19810413.0,0.0,83.0,,73.0
ODA,GH,140.0,5.933,-0.983,19810518.0,0.08,81.0,,75.0
ODA,GH,140.0,5.933,-0.983,19810520.0,0.0,82.0,,72.0
ODA,GH,140.0,5.933,-0.983,19810611.0,0.0,82.0,90.0,70.0
ODA,GH,140.0,5.933,-0.983,19810615.0,0.0,81.0,86.0,72.0
ODA,GH,140.0,5.933,-0.983,19810824.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19810902.0,0.0,80.0,,73.0
ODA,GH,140.0,5.933,-0.983,19811029.0,0.94,81.0,,70.0
ODA,GH,140.0,5.933,-0.983,19811111.0,0.08,83.0,,70.0
ODA,GH,140.0,5.933,-0.983,19811201.0,0.0,76.0,,
ODA,GH,140.0,5.933,-0.983,19820504.0,,82.0,,
ODA,GH,140.0,5.933,-0.983,19820802.0,0.79,76.0,,71.0
ODA,GH,140.0,5.933,-0.983,19820812.0,0.0,75.0,82.0,68.0
ODA,GH,140.0,5.933,-0.983,19820909.0,0.0,79.0,82.0,
ODA,GH,140.0,5.933,-0.983,19861213.0,,81.0,,
ODA,GH,140.0,5.933,-0.983,19880811.0,0.08,76.0,82.0,72.0
ODA,GH,140.0,5.933,-0.983,19881209.0,0.55,73.0,,70.0
ODA,GH,140.0,5.933,-0.983,19890104.0,,74.0,,59.0
ODA,GH,140.0,5.933,-0.983,19890720.0,,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19890814.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19900328.0,,82.0,,76.0
ODA,GH,140.0,5.933,-0.983,19900330.0,0.55,82.0,95.0,75.0
ODA,GH,140.0,5.933,-0.983,19900403.0,,75.0,94.0,70.0
ODA,GH,140.0,5.933,-0.983,19900511.0,,82.0,,73.0
ODA,GH,140.0,5.933,-0.983,19900615.0,0.12,80.0,,75.0
ODA,GH,140.0,5.933,-0.983,19900629.0,,80.0,83.0,
ODA,GH,140.0,5.933,-0.983,19900716.0,,79.0,,72.0
ODA,GH,140.0,5.933,-0.983,19900804.0,,80.0,,72.0
ODA,GH,140.0,5.933,-0.983,19900930.0,0.51,75.0,,70.0
ODA,GH,140.0,5.933,-0.983,19901016.0,,79.0,88.0,73.0
ODA,GH,140.0,5.933,-0.983,19901022.0,,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19901026.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19901105.0,,82.0,,72.0
ODA,GH,140.0,5.933,-0.983,19901107.0,,84.0,91.0,72.0
ODA,GH,140.0,5.933,-0.983,19901113.0,,80.0,91.0,72.0
ODA,GH,140.0,5.933,-0.983,19901115.0,0.79,82.0,90.0,70.0
ODA,GH,140.0,5.933,-0.983,19901116.0,0.51,80.0,,71.0
ODA,GH,140.0,5.933,-0.983,19901121.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19901122.0,,80.0,,72.0
ODA,GH,140.0,5.933,-0.983,19901202.0,0.12,83.0,89.0,74.0
ODA,GH,140.0,5.933,-0.983,19901207.0,0.08,77.0,90.0,71.0
ODA,GH,140.0,5.933,-0.983,19901212.0,,80.0,,74.0
ODA,GH,140.0,5.933,-0.983,19901215.0,,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19901218.0,,83.0,,71.0
ODA,GH,140.0,5.933,-0.983,19901227.0,,80.0,87.0,64.0
ODA,GH,140.0,5.933,-0.983,19910104.0,0.0,79.0,88.0,65.0
ODA,GH,140.0,5.933,-0.983,19910112.0,,83.0,,
ODA,GH,140.0,5.933,-0.983,19910126.0,,85.0,90.0,74.0
ODA,GH,140.0,5.933,-0.983,19910219.0,,83.0,,72.0
ODA,GH,140.0,5.933,-0.983,19910220.0,0.75,82.0,90.0,71.0
ODA,GH,140.0,5.933,-0.983,19910313.0,,82.0,94.0,71.0
ODA,GH,140.0,5.933,-0.983,19910619.0,,81.0,86.0,
ODA,GH,140.0,5.933,-0.983,19910620.0,,80.0,,
ODA,GH,140.0,5.933,-0.983,19910621.0,0.08,78.0,87.0,73.0
ODA,GH,140.0,5.933,-0.983,19910623.0,0.47,82.0,,73.0
ODA,GH,140.0,5.933,-0.983,19910625.0,,80.0,,75.0
ODA,GH,140.0,5.933,-0.983,19910628.0,,80.0,87.0,74.0
ODA,GH,140.0,5.933,-0.983,19910703.0,1.02,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19910704.0,0.2,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19910709.0,0.02,78.0,85.0,73.0
ODA,GH,140.0,5.933,-0.983,19910715.0,0.59,75.0,,72.0
ODA,GH,140.0,5.933,-0.983,19910716.0,0.71,77.0,84.0,72.0
ODA,GH,140.0,5.933,-0.983,19910720.0,,78.0,85.0,72.0
ODA,GH,140.0,5.933,-0.983,19910721.0,,79.0,87.0,74.0
ODA,GH,140.0,5.933,-0.983,19910723.0,0.04,80.0,88.0,73.0
ODA,GH,140.0,5.933,-0.983,19910805.0,0.08,76.0,,72.0
ODA,GH,140.0,5.933,-0.983,19910808.0,0.0,77.0,,71.0
ODA,GH,140.0,5.933,-0.983,19910812.0,,80.0,,73.0
ODA,GH,140.0,5.933,-0.983,19910815.0,0.12,77.0,,73.0
ODA,GH,140.0,5.933,-0.983,19910818.0,,75.0,,
ODA,GH,140.0,5.933,-0.983,19910827.0,,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19911013.0,,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19911014.0,,81.0,89.0,73.0
ODA,GH,140.0,5.933,-0.983,19911018.0,,80.0,88.0,72.0
ODA,GH,140.0,5.933,-0.983,19911019.0,,76.0,,
ODA,GH,140.0,5.933,-0.983,19911021.0,,82.0,,73.0
ODA,GH,140.0,5.933,-0.983,19911023.0,,78.0,,69.0
ODA,GH,140.0,5.933,-0.983,19911025.0,,78.0,88.0,
ODA,GH,140.0,5.933,-0.983,19911029.0,0.87,77.0,85.0,70.0
ODA,GH,140.0,5.933,-0.983,19911031.0,0.12,82.0,,70.0
ODA,GH,140.0,5.933,-0.983,19911101.0,0.0,77.0,90.0,
ODA,GH,140.0,5.933,-0.983,19911102.0,,80.0,88.0,73.0
ODA,GH,140.0,5.933,-0.983,19911107.0,0.02,79.0,,73.0
ODA,GH,140.0,5.933,-0.983,19911108.0,0.24,80.0,,72.0
ODA,GH,140.0,5.933,-0.983,19911116.0,,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19920121.0,0.0,81.0,94.0,
ODA,GH,140.0,5.933,-0.983,19920122.0,0.0,81.0,94.0,72.0
ODA,GH,140.0,5.933,-0.983,19920123.0,,81.0,94.0,69.0
ODA,GH,140.0,5.933,-0.983,19920203.0,,88.0,97.0,
ODA,GH,140.0,5.933,-0.983,19920211.0,,81.0,,74.0
ODA,GH,140.0,5.933,-0.983,19920524.0,0.02,80.0,90.0,75.0
ODA,GH,140.0,5.933,-0.983,19920622.0,,76.0,,72.0
ODA,GH,140.0,5.933,-0.983,19920623.0,,77.0,84.0,72.0
ODA,GH,140.0,5.933,-0.983,19920720.0,1.65,75.0,,71.0
ODA,GH,140.0,5.933,-0.983,19920812.0,0.0,77.0,85.0,71.0
ODA,GH,140.0,5.933,-0.983,19920817.0,0.04,76.0,83.0,70.0
ODA,GH,140.0,5.933,-0.983,19921017.0,0.47,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19921020.0,0.35,78.0,89.0,69.0
ODA,GH,140.0,5.933,-0.983,19921101.0,,84.0,90.0,
ODA,GH,140.0,5.933,-0.983,19921111.0,0.51,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19921219.0,0.0,79.0,89.0,
ODA,GH,140.0,5.933,-0.983,19921223.0,,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19921227.0,0.0,84.0,90.0,74.0
ODA,GH,140.0,5.933,-0.983,19921228.0,,78.0,,76.0
ODA,GH,140.0,5.933,-0.983,19921229.0,,83.0,89.0,75.0
ODA,GH,140.0,5.933,-0.983,19921231.0,0.0,81.0,90.0,74.0
ODA,GH,140.0,5.933,-0.983,19930103.0,,84.0,90.0,
ODA,GH,140.0,5.933,-0.983,19930112.0,,73.0,90.0,61.0
ODA,GH,140.0,5.933,-0.983,19930114.0,,78.0,90.0,67.0
ODA,GH,140.0,5.933,-0.983,19930121.0,,79.0,94.0,67.0
ODA,GH,140.0,5.933,-0.983,19930124.0,,85.0,92.0,
ODA,GH,140.0,5.933,-0.983,19930205.0,,83.0,97.0,
ODA,GH,140.0,5.933,-0.983,19930211.0,,85.0,93.0,73.0
ODA,GH,140.0,5.933,-0.983,19930304.0,0.0,80.0,,
ODA,GH,140.0,5.933,-0.983,19930308.0,,83.0,,75.0
ODA,GH,140.0,5.933,-0.983,19930309.0,0.0,79.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930311.0,0.12,80.0,92.0,68.0
ODA,GH,140.0,5.933,-0.983,19930314.0,,80.0,93.0,
ODA,GH,140.0,5.933,-0.983,19930317.0,,79.0,,71.0
ODA,GH,140.0,5.933,-0.983,19930318.0,0.47,83.0,,76.0
ODA,GH,140.0,5.933,-0.983,19930414.0,,82.0,91.0,
ODA,GH,140.0,5.933,-0.983,19930503.0,,83.0,,76.0
ODA,GH,140.0,5.933,-0.983,19930508.0,,77.0,,74.0
ODA,GH,140.0,5.933,-0.983,19930511.0,,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19930512.0,,81.0,90.0,76.0
ODA,GH,140.0,5.933,-0.983,19930518.0,,83.0,,
ODA,GH,140.0,5.933,-0.983,19930523.0,,82.0,91.0,75.0
ODA,GH,140.0,5.933,-0.983,19930603.0,0.08,80.0,89.0,72.0
ODA,GH,140.0,5.933,-0.983,19930614.0,,80.0,87.0,73.0
ODA,GH,140.0,5.933,-0.983,19930615.0,,76.0,82.0,
ODA,GH,140.0,5.933,-0.983,19930616.0,,80.0,85.0,
ODA,GH,140.0,5.933,-0.983,19930617.0,0.0,80.0,87.0,74.0
ODA,GH,140.0,5.933,-0.983,19930618.0,,84.0,,
ODA,GH,140.0,5.933,-0.983,19930621.0,,78.0,83.0,
ODA,GH,140.0,5.933,-0.983,19930622.0,2.48,74.0,,68.0
ODA,GH,140.0,5.933,-0.983,19930623.0,0.39,77.0,,68.0
ODA,GH,140.0,5.933,-0.983,19930624.0,0.0,81.0,89.0,
ODA,GH,140.0,5.933,-0.983,19930625.0,,78.0,,
ODA,GH,140.0,5.933,-0.983,19930626.0,,77.0,87.0,73.0
ODA,GH,140.0,5.933,-0.983,19930629.0,0.59,79.0,89.0,71.0
ODA,GH,140.0,5.933,-0.983,19930702.0,,78.0,83.0,
ODA,GH,140.0,5.933,-0.983,19930704.0,,77.0,85.0,73.0
ODA,GH,140.0,5.933,-0.983,19930708.0,0.0,78.0,85.0,72.0
ODA,GH,140.0,5.933,-0.983,19930711.0,0.28,78.0,,
ODA,GH,140.0,5.933,-0.983,19930712.0,0.04,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930713.0,0.0,79.0,87.0,72.0
ODA,GH,140.0,5.933,-0.983,19930722.0,,76.0,,71.0
ODA,GH,140.0,5.933,-0.983,19930724.0,0.04,74.0,81.0,69.0
ODA,GH,140.0,5.933,-0.983,19930726.0,,79.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930727.0,,75.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930730.0,,76.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19930731.0,0.83,76.0,81.0,71.0
ODA,GH,140.0,5.933,-0.983,19930801.0,0.0,76.0,80.0,71.0
ODA,GH,140.0,5.933,-0.983,19930806.0,0.0,76.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19930807.0,,76.0,81.0,
ODA,GH,140.0,5.933,-0.983,19930808.0,,77.0,85.0,71.0
ODA,GH,140.0,5.933,-0.983,19930811.0,,75.0,,70.0
ODA,GH,140.0,5.933,-0.983,19930812.0,,77.0,85.0,71.0
ODA,GH,140.0,5.933,-0.983,19930815.0,0.0,78.0,85.0,72.0
ODA,GH,140.0,5.933,-0.983,19930820.0,0.08,76.0,,70.0
ODA,GH,140.0,5.933,-0.983,19930823.0,0.0,75.0,99.0,72.0
ODA,GH,140.0,5.933,-0.983,19930825.0,0.02,76.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930826.0,0.0,77.0,86.0,72.0
ODA,GH,140.0,5.933,-0.983,19930828.0,0.08,76.0,81.0,71.0
ODA,GH,140.0,5.933,-0.983,19930829.0,0.31,74.0,81.0,71.0
ODA,GH,140.0,5.933,-0.983,19930901.0,0.0,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930916.0,,78.0,85.0,72.0
ODA,GH,140.0,5.933,-0.983,19930918.0,,79.0,,74.0
ODA,GH,140.0,5.933,-0.983,19930920.0,0.0,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930922.0,1.65,76.0,,72.0
ODA,GH,140.0,5.933,-0.983,19930925.0,1.42,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19931001.0,,80.0,89.0,
ODA,GH,140.0,5.933,-0.983,19931002.0,0.02,83.0,90.0,72.0
ODA,GH,140.0,5.933,-0.983,19931011.0,,81.0,88.0,72.0
ODA,GH,140.0,5.933,-0.983,19931014.0,0.0,83.0,90.0,73.0
ODA,GH,140.0,5.933,-0.983,19931020.0,,78.0,90.0,70.0
ODA,GH,140.0,5.933,-0.983,19931030.0,,79.0,89.0,74.0
ODA,GH,140.0,5.933,-0.983,19931031.0,,82.0,89.0,
ODA,GH,140.0,5.933,-0.983,19931105.0,,83.0,,
ODA,GH,140.0,5.933,-0.983,19931106.0,,78.0,,71.0
ODA,GH,140.0,5.933,-0.983,19931107.0,0.16,83.0,90.0,71.0
ODA,GH,140.0,5.933,-0.983,19931108.0,0.0,80.0,91.0,70.0
ODA,GH,140.0,5.933,-0.983,19931109.0,,73.0,90.0,
ODA,GH,140.0,5.933,-0.983,19931110.0,,79.0,90.0,70.0
ODA,GH,140.0,5.933,-0.983,19931113.0,,80.0,,
ODA,GH,140.0,5.933,-0.983,19931118.0,,79.0,,74.0
ODA,GH,140.0,5.933,-0.983,19931121.0,,80.0,,71.0
ODA,GH,140.0,5.933,-0.983,19931123.0,,81.0,,71.0
ODA,GH,140.0,5.933,-0.983,19931128.0,,81.0,89.0,
ODA,GH,140.0,5.933,-0.983,19931201.0,0.04,76.0,87.0,72.0
ODA,GH,140.0,5.933,-0.983,19931203.0,0.28,81.0,,70.0
ODA,GH,140.0,5.933,-0.983,19931213.0,,85.0,89.0,
ODA,GH,140.0,5.933,-0.983,19931217.0,,83.0,,
ODA,GH,140.0,5.933,-0.983,19931221.0,,81.0,,75.0
ODA,GH,140.0,5.933,-0.983,19931227.0,,82.0,88.0,
ODA,GH,140.0,5.933,-0.983,19931228.0,0.0,82.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940105.0,,74.0,,66.0
ODA,GH,140.0,5.933,-0.983,19940108.0,,78.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940110.0,,80.0,,75.0
ODA,GH,140.0,5.933,-0.983,19940111.0,,78.0,91.0,71.0
ODA,GH,140.0,5.933,-0.983,19940112.0,,76.0,,
ODA,GH,140.0,5.933,-0.983,19940120.0,,84.0,90.0,
ODA,GH,140.0,5.933,-0.983,19940121.0,0.04,78.0,89.0,69.0
ODA,GH,140.0,5.933,-0.983,19940122.0,0.0,79.0,91.0,64.0
ODA,GH,140.0,5.933,-0.983,19940123.0,,82.0,,
ODA,GH,140.0,5.933,-0.983,19940127.0,0.0,81.0,90.0,68.0
ODA,GH,140.0,5.933,-0.983,19940131.0,,85.0,92.0,
ODA,GH,140.0,5.933,-0.983,19940205.0,0.0,82.0,91.0,71.0
ODA,GH,140.0,5.933,-0.983,19940207.0,,82.0,,
ODA,GH,140.0,5.933,-0.983,19940209.0,,86.0,94.0,
ODA,GH,140.0,5.933,-0.983,19940210.0,,83.0,95.0,
ODA,GH,140.0,5.933,-0.983,19940212.0,,84.0,92.0,
ODA,GH,140.0,5.933,-0.983,19940213.0,,78.0,94.0,72.0
ODA,GH,140.0,5.933,-0.983,19940214.0,0.0,84.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940217.0,,84.0,97.0,
ODA,GH,140.0,5.933,-0.983,19940304.0,0.0,83.0,94.0,72.0
ODA,GH,140.0,5.933,-0.983,19940305.0,0.43,85.0,94.0,71.0
ODA,GH,140.0,5.933,-0.983,19940307.0,,82.0,96.0,76.0
ODA,GH,140.0,5.933,-0.983,19940308.0,0.0,84.0,,78.0
ODA,GH,140.0,5.933,-0.983,19940313.0,,81.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940318.0,,85.0,,74.0
ODA,GH,140.0,5.933,-0.983,19940322.0,0.0,76.0,88.0,50.0
ODA,GH,140.0,5.933,-0.983,19940323.0,,80.0,94.0,69.0
ODA,GH,140.0,5.933,-0.983,19940329.0,,85.0,,
ODA,GH,140.0,5.933,-0.983,19940331.0,,89.0,96.0,
ODA,GH,140.0,5.933,-0.983,19940402.0,,86.0,,
ODA,GH,140.0,5.933,-0.983,19940407.0,0.35,81.0,91.0,72.0
ODA,GH,140.0,5.933,-0.983,19940409.0,0.0,81.0,,71.0
ODA,GH,140.0,5.933,-0.983,19940410.0,,83.0,,
ODA,GH,140.0,5.933,-0.983,19940413.0,2.09,83.0,89.0,70.0
ODA,GH,140.0,5.933,-0.983,19940414.0,0.12,80.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940417.0,0.28,82.0,,74.0
ODA,GH,140.0,5.933,-0.983,19940418.0,0.0,83.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940420.0,0.63,87.0,93.0,
ODA,GH,140.0,5.933,-0.983,19940423.0,2.17,80.0,90.0,71.0
ODA,GH,140.0,5.933,-0.983,19940428.0,,84.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940430.0,,84.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940501.0,0.0,83.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940502.0,,82.0,90.0,
ODA,GH,140.0,5.933,-0.983,19940503.0,0.71,79.0,92.0,71.0
ODA,GH,140.0,5.933,-0.983,19940504.0,0.08,79.0,90.0,72.0
ODA,GH,140.0,5.933,-0.983,19940505.0,0.0,81.0,89.0,
ODA,GH,140.0,5.933,-0.983,19940506.0,0.83,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940507.0,0.0,83.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940509.0,0.12,80.0,90.0,72.0
ODA,GH,140.0,5.933,-0.983,19940511.0,,81.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940514.0,,78.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940515.0,0.08,76.0,,69.0
ODA,GH,140.0,5.933,-0.983,19940516.0,0.0,82.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940518.0,,80.0,92.0,72.0
ODA,GH,140.0,5.933,-0.983,19940519.0,0.39,82.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940520.0,0.0,76.0,,
ODA,GH,140.0,5.933,-0.983,19940521.0,,82.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940702.0,,80.0,85.0,
ODA,GH,140.0,5.933,-0.983,19940707.0,,78.0,87.0,
ODA,GH,140.0,5.933,-0.983,19940718.0,0.47,81.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940723.0,,78.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19940727.0,0.04,76.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940803.0,0.16,76.0,86.0,72.0
ODA,GH,140.0,5.933,-0.983,19940807.0,0.35,80.0,87.0,71.0
ODA,GH,140.0,5.933,-0.983,19940808.0,0.0,77.0,,71.0
ODA,GH,140.0,5.933,-0.983,19940812.0,0.0,77.0,85.0,71.0
ODA,GH,140.0,5.933,-0.983,19940815.0,,77.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940819.0,0.0,76.0,82.0,71.0
ODA,GH,140.0,5.933,-0.983,19940821.0,0.08,78.0,87.0,72.0
ODA,GH,140.0,5.933,-0.983,19940823.0,,79.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940826.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19940903.0,0.51,74.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940904.0,0.87,76.0,83.0,72.0
ODA,GH,140.0,5.933,-0.983,19940905.0,0.08,79.0,,72.0
ODA,GH,140.0,5.933,-0.983,19940907.0,0.28,76.0,,71.0
ODA,GH,140.0,5.933,-0.983,19940911.0,,78.0,,73.0
ODA,GH,140.0,5.933,-0.983,19940914.0,,76.0,,
ODA,GH,140.0,5.933,-0.983,19940915.0,0.2,78.0,84.0,72.0
ODA,GH,140.0,5.933,-0.983,19940917.0,,77.0,,
ODA,GH,140.0,5.933,-0.983,19940919.0,0.04,79.0,86.0,73.0
ODA,GH,140.0,5.933,-0.983,19940925.0,0.12,79.0,,73.0
ODA,GH,140.0,5.933,-0.983,19941002.0,,78.0,83.0,73.0
ODA,GH,140.0,5.933,-0.983,19941012.0,0.94,75.0,82.0,69.0
ODA,GH,140.0,5.933,-0.983,19941023.0,,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19941029.0,0.08,77.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19941101.0,,81.0,90.0,71.0
ODA,GH,140.0,5.933,-0.983,19941127.0,,79.0,89.0,72.0
ODA,GH,140.0,5.933,-0.983,19950218.0,,81.0,,
ODA,GH,140.0,5.933,-0.983,19950219.0,,80.0,98.0,
ODA,GH,140.0,5.933,-0.983,19950224.0,,86.0,96.0,75.0
ODA,GH,140.0,5.933,-0.983,19950226.0,,90.0,,
ODA,GH,140.0,5.933,-0.983,19950313.0,,79.0,94.0,74.0
ODA,GH,140.0,5.933,-0.983,19950317.0,,83.0,92.0,77.0
ODA,GH,140.0,5.933,-0.983,19950318.0,,78.0,84.0,
ODA,GH,140.0,5.933,-0.983,19950324.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19950326.0,,82.0,94.0,71.0
ODA,GH,140.0,5.933,-0.983,19950329.0,,78.0,93.0,73.0
ODA,GH,140.0,5.933,-0.983,19950401.0,0.24,84.0,,76.0
ODA,GH,140.0,5.933,-0.983,19950402.0,0.0,83.0,98.0,72.0
ODA,GH,140.0,5.933,-0.983,19950403.0,0.0,88.0,,77.0
ODA,GH,140.0,5.933,-0.983,19950404.0,0.0,85.0,95.0,74.0
ODA,GH,140.0,5.933,-0.983,19950405.0,,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19950406.0,0.0,85.0,96.0,71.0
ODA,GH,140.0,5.933,-0.983,19950409.0,,83.0,,72.0
ODA,GH,140.0,5.933,-0.983,19950411.0,,74.0,,72.0
ODA,GH,140.0,5.933,-0.983,19950413.0,0.31,81.0,94.0,
ODA,GH,140.0,5.933,-0.983,19950414.0,0.71,82.0,,69.0
ODA,GH,140.0,5.933,-0.983,19950422.0,0.04,84.0,91.0,72.0
ODA,GH,140.0,5.933,-0.983,19950428.0,,84.0,,75.0
ODA,GH,140.0,5.933,-0.983,19950429.0,,80.0,,
ODA,GH,140.0,5.933,-0.983,19950505.0,,87.0,,
ODA,GH,140.0,5.933,-0.983,19950517.0,,83.0,93.0,
ODA,GH,140.0,5.933,-0.983,19950531.0,,82.0,,73.0
ODA,GH,140.0,5.933,-0.983,19950601.0,,83.0,91.0,73.0
ODA,GH,140.0,5.933,-0.983,19950604.0,0.0,82.0,89.0,
ODA,GH,140.0,5.933,-0.983,19950605.0,,79.0,,
ODA,GH,140.0,5.933,-0.983,19950606.0,,80.0,88.0,75.0
ODA,GH,140.0,5.933,-0.983,19950607.0,0.12,79.0,83.0,74.0
ODA,GH,140.0,5.933,-0.983,19950608.0,0.0,74.0,80.0,
ODA,GH,140.0,5.933,-0.983,19950609.0,1.65,78.0,87.0,69.0
ODA,GH,140.0,5.933,-0.983,19950610.0,0.39,83.0,89.0,72.0
ODA,GH,140.0,5.933,-0.983,19950611.0,0.0,81.0,,71.0
ODA,GH,140.0,5.933,-0.983,19950612.0,,79.0,89.0,
ODA,GH,140.0,5.933,-0.983,19950618.0,,84.0,88.0,
ODA,GH,140.0,5.933,-0.983,19950619.0,,79.0,88.0,
ODA,GH,140.0,5.933,-0.983,19950625.0,,78.0,,
ODA,GH,140.0,5.933,-0.983,19950710.0,,80.0,90.0,72.0
ODA,GH,140.0,5.933,-0.983,19950711.0,,79.0,84.0,73.0
ODA,GH,140.0,5.933,-0.983,19950715.0,0.04,81.0,87.0,73.0
ODA,GH,140.0,5.933,-0.983,19950809.0,0.75,76.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19950810.0,0.0,81.0,86.0,
ODA,GH,140.0,5.933,-0.983,19950811.0,,80.0,,
ODA,GH,140.0,5.933,-0.983,19960510.0,0.35,80.0,90.0,74.0
ODA,GH,140.0,5.933,-0.983,19960519.0,,85.0,,74.0
ODA,GH,140.0,5.933,-0.983,19960524.0,0.08,81.0,,73.0
ODA,GH,140.0,5.933,-0.983,19960626.0,,79.0,89.0,73.0
ODA,GH,140.0,5.933,-0.983,19960702.0,1.57,74.0,78.0,
ODA,GH,140.0,5.933,-0.983,19960703.0,0.71,74.0,81.0,69.0
ODA,GH,140.0,5.933,-0.983,19960713.0,0.02,78.0,87.0,74.0
ODA,GH,140.0,5.933,-0.983,19960715.0,0.28,76.0,80.0,72.0
ODA,GH,140.0,5.933,-0.983,19960718.0,0.91,77.0,84.0,73.0
ODA,GH,140.0,5.933,-0.983,19960720.0,0.0,77.0,85.0,74.0
ODA,GH,140.0,5.933,-0.983,19960727.0,,78.0,83.0,72.0
ODA,GH,140.0,5.933,-0.983,19960802.0,0.04,78.0,81.0,72.0
ODA,GH,140.0,5.933,-0.983,19960804.0,0.0,74.0,78.0,70.0
ODA,GH,140.0,5.933,-0.983,19960805.0,0.12,76.0,82.0,70.0
ODA,GH,140.0,5.933,-0.983,19960811.0,0.0,81.0,89.0,71.0
ODA,GH,140.0,5.933,-0.983,19960820.0,,76.0,79.0,
ODA,GH,140.0,5.933,-0.983,19960822.0,,76.0,81.0,
ODA,GH,140.0,5.933,-0.983,19960830.0,,76.0,85.0,73.0
ODA,GH,140.0,5.933,-0.983,19960901.0,1.3,78.0,86.0,73.0
ODA,GH,140.0,5.933,-0.983,19960907.0,0.08,78.0,85.0,69.0
ODA,GH,140.0,5.933,-0.983,19960914.0,0.16,79.0,89.0,72.0
ODA,GH,140.0,5.933,-0.983,19960916.0,0.0,78.0,88.0,72.0
ODA,GH,140.0,5.933,-0.983,19960919.0,,79.0,84.0,
ODA,GH,140.0,5.933,-0.983,19960930.0,0.04,80.0,89.0,73.0
